car_name,yr_mfr,fuel_type,kms_run,city,body_type,transmission,total_owners,original_price,warranty_avail,sale_price
hyundai verna,2013,petrol,63834,gurgaon,sedan,manual,1,448624,FALSE,431099
maruti eeco,2018,petrol & cng,44983,gurgaon,suv,manual,1,379503,FALSE,304299
hyundai creta,2016,petrol,56105,gurgaon,suv,manual,3,714589,FALSE,697799
maruti baleno,2016,petrol,73846,gurgaon,hatchback,manual,1,538700,FALSE,435099
mahindra xuv500,2016,diesel,49159,gurgaon,luxury suv,automatic,2,995205,FALSE,981399
maruti baleno,2018,petrol & cng,74494,gurgaon,hatchback,manual,1,497299,FALSE,484099
maruti baleno,2018,diesel,44149,gurgaon,hatchback,manual,1,585500,FALSE,582299
tata tiago,2017,petrol,65370,gurgaon,hatchback,manual,1,469474,FALSE,366099
hyundai creta,2017,diesel,58298,gurgaon,suv,automatic,2,1258553,FALSE,991799
mahindra tuv300,2017,diesel,80820,gurgaon,suv,automatic,2,685830,FALSE,570999
honda amaze,2016,petrol & cng,94910,gurgaon,sedan,manual,1,410500,FALSE,396099
toyota etios,2015,diesel,79123,gurgaon,sedan,manual,1,489696,FALSE,410599
maruti vitara brezza,2016,diesel,72491,gurgaon,suv,manual,2,738922,FALSE,581299
mahindra xuv500,2012,diesel,94180,gurgaon,luxury suv,manual,1,505273,FALSE,390799
maruti vitara brezza,2018,diesel,44750,gurgaon,suv,automatic,1,835630,FALSE,780799
volkswagen polo,2013,petrol,87987,gurgaon,hatchback,automatic,1,443678,FALSE,379899
hyundai verna,2013,diesel,71426,gurgaon,sedan,manual,1,453300,FALSE,433899
ford figo,2011,petrol,124966,gurgaon,hatchback,manual,1,194540,FALSE,166099
toyota corolla,2007,petrol,110801,gurgaon,sedan,manual,1,115099,FALSE,107799
maruti swift dzire,2015,petrol,91915,gurgaon,sedan,manual,1,374628,FALSE,360799
mahindra xuv500,2012,diesel,125145,gurgaon,luxury suv,manual,1,414418,FALSE,398799
mahindra xuv500,2014,diesel,149605,gurgaon,luxury suv,manual,1,589187,FALSE,462899
hyundai grand i10,2018,petrol,11593,gurgaon,hatchback,automatic,1,561900,FALSE,440999
hyundai elite i20,2017,petrol,26406,gurgaon,hatchback,manual,1,544762,FALSE,538299
hyundai verna,2014,diesel,68661,gurgaon,sedan,manual,2,531866,FALSE,392499
volvo s60,2015,diesel,44386,gurgaon,luxury sedan,automatic,1,1185041,FALSE,1142399
hyundai i10,2010,petrol,23012,bengaluru,hatchback,manual,2,297799,FALSE,297699
maruti alto,2010,petrol,32291,bengaluru,hatchback,manual,1,238999,FALSE,238899
tata nano,2015,petrol,13978,bengaluru,hatchback,manual,1,178999,FALSE,178899
renault kwid,2016,petrol,6190,bengaluru,hatchback,manual,1,368899,FALSE,368799
maruti ritz,2011,petrol,39755,bengaluru,hatchback,manual,1,377599,FALSE,377499
maruti celerio,2016,petrol,19290,bengaluru,hatchback,automatic,2,511440,FALSE,444599
maruti celerio,2017,petrol,10242,bengaluru,hatchback,automatic,2,569940,FALSE,437399
hyundai i10,2012,petrol,34739,bengaluru,hatchback,manual,1,301099,FALSE,300999
maruti ritz,2013,petrol,34146,bengaluru,hatchback,manual,1,468970,FALSE,394299
maruti ritz,2011,petrol,27561,bengaluru,hatchback,manual,2,348299,FALSE,348199
hyundai i10,2011,petrol,73911,bengaluru,hatchback,manual,2,329299,FALSE,329199
hyundai xcent,2015,petrol,28815,bengaluru,sedan,automatic,1,579300,FALSE,496499
maruti alto k10,2015,petrol,24612,bengaluru,hatchback,manual,2,348540,FALSE,313199
hyundai eon,2014,petrol,11139,bengaluru,hatchback,manual,1,328599,FALSE,328499
hyundai grand i10,2013,petrol,23439,bengaluru,hatchback,manual,2,428724,FALSE,425699
maruti alto,2012,petrol,17312,bengaluru,hatchback,manual,1,233699,FALSE,233599
hyundai i10,2015,petrol,24628,bengaluru,hatchback,manual,1,372599,FALSE,372499
maruti swift,2012,petrol,29624,bengaluru,hatchback,manual,1,447199,FALSE,447099
maruti wagon r 1.0,2011,petrol,6863,bengaluru,hatchback,manual,1,320999,FALSE,320899
maruti alto k10,2013,petrol,54931,bengaluru,hatchback,manual,1,251500,FALSE,251199
maruti celerio,2016,petrol,24432,bengaluru,hatchback,automatic,2,485767,FALSE,477899
honda brio,2013,petrol,23011,bengaluru,hatchback,manual,2,440765,FALSE,363899
hyundai i10,2012,petrol,22030,bengaluru,hatchback,manual,1,314399,FALSE,314299
maruti eeco,2015,petrol,28768,bengaluru,suv,manual,1,330568,FALSE,324599
maruti alto,2010,petrol,28345,bengaluru,hatchback,manual,1,280328,FALSE,217599
renault kwid,2016,petrol,8540,bengaluru,hatchback,manual,1,356799,FALSE,356699
maruti alto 800,2014,petrol,42845,bengaluru,hatchback,manual,1,252399,FALSE,252299
hyundai grand i10,2015,petrol,10755,bengaluru,hatchback,manual,1,502608,FALSE,501099
maruti swift,2017,petrol,17942,bengaluru,hatchback,manual,2,697683,FALSE,571499
hyundai i20,2010,petrol,32707,bengaluru,hatchback,manual,1,407499,FALSE,407399
maruti ritz,2012,petrol,32591,bengaluru,hatchback,manual,1,395899,FALSE,390799
maruti eeco,2013,petrol,18428,bengaluru,suv,manual,1,351199,FALSE,340699
maruti alto k10,2011,petrol,46155,bengaluru,hatchback,manual,1,273451,FALSE,224099
hyundai i10,2015,petrol,17835,bengaluru,hatchback,manual,2,471705,FALSE,389399
honda jazz,2016,petrol,28762,bengaluru,hatchback,manual,1,588575,FALSE,576099
maruti alto,2012,petrol,10260,bengaluru,hatchback,manual,1,321051,FALSE,254999
hyundai i10,2012,petrol,41889,bengaluru,hatchback,automatic,2,368399,FALSE,368299
tata indica vista,2012,diesel,59345,bengaluru,hatchback,manual,1,322099,FALSE,321999
hyundai eon,2014,petrol,32866,bengaluru,hatchback,manual,1,293499,FALSE,293399
maruti swift,2012,petrol,32292,bengaluru,hatchback,manual,1,463381,FALSE,457099
maruti alto 800,2016,petrol,23598,bengaluru,hatchback,manual,1,391204,FALSE,310299
hyundai i10,2009,petrol,35925,bengaluru,hatchback,manual,1,384240,FALSE,326299
maruti swift dzire,2013,petrol,20587,bengaluru,sedan,manual,2,517382,FALSE,511399
renault kwid,2017,petrol,24651,bengaluru,hatchback,manual,1,341500,FALSE,334999
maruti wagon r 1.0,2013,petrol,17291,bengaluru,hatchback,manual,1,354799,FALSE,354699
maruti alto,2009,petrol,428123,bengaluru,hatchback,manual,2,205799,FALSE,205699
hyundai i10,2011,petrol,33686,bengaluru,hatchback,manual,3,337199,FALSE,337099
maruti wagon r 1.0,2016,petrol,23213,bengaluru,hatchback,manual,1,447890,FALSE,439099
hyundai grand i10,2016,petrol,34448,bengaluru,hatchback,manual,2,446123,FALSE,443299
maruti celerio,2018,petrol,10044,bengaluru,hatchback,automatic,1,521930,FALSE,514599
maruti swift dzire,2015,petrol,46783,bengaluru,sedan,manual,1,446099,FALSE,445999
maruti celerio,2015,petrol,38701,bengaluru,hatchback,automatic,1,408999,FALSE,408899
maruti celerio,2015,petrol,55157,bengaluru,hatchback,automatic,1,488742,FALSE,402199
maruti swift,2018,petrol,12731,bengaluru,hatchback,manual,1,655390,FALSE,643099
maruti alto k10,2014,petrol,39824,bengaluru,hatchback,manual,2,375553,FALSE,301199
maruti alto,2020,petrol,3175,bengaluru,hatchback,manual,1,394956,FALSE,392599
hyundai santro xing,2008,petrol,57944,bengaluru,hatchback,manual,1,228576,FALSE,186399
maruti celerio,2015,petrol,23775,bengaluru,hatchback,automatic,2,391699,FALSE,391599
honda city,2011,petrol,34963,bengaluru,sedan,manual,2,457599,FALSE,457499
hyundai grand i10,2017,petrol,21549,bengaluru,hatchback,manual,1,493622,FALSE,491599
maruti alto k10,2011,petrol,62717,bengaluru,hatchback,manual,2,263703,FALSE,221299
maruti alto 800,2012,petrol,24679,bengaluru,hatchback,manual,3,300940,FALSE,257799
hyundai elite i20,2018,petrol,11156,bengaluru,hatchback,manual,1,760185,FALSE,731099
maruti swift,2011,diesel,74130,bengaluru,hatchback,manual,3,361199,FALSE,361099
hyundai i10,2009,petrol,38304,bengaluru,hatchback,manual,1,294699,FALSE,294599
maruti alto k10,2012,petrol,67346,bengaluru,hatchback,manual,1,266699,FALSE,266599
maruti wagon r 1.0,2011,petrol,33891,bengaluru,hatchback,manual,1,370201,FALSE,321599
maruti wagon r 1.0,2011,petrol,58519,bengaluru,hatchback,manual,1,308099,FALSE,307999
maruti alto 800,2015,petrol,21980,bengaluru,hatchback,manual,1,319866,FALSE,319099
maruti wagon r 1.0,2011,petrol,63460,bengaluru,hatchback,manual,1,318499,FALSE,318399
maruti alto,2019,petrol,13217,bengaluru,hatchback,manual,1,431840,FALSE,353199
maruti swift dzire,2014,petrol,3813,bengaluru,sedan,manual,1,656580,FALSE,538899
maruti swift,2015,petrol,24740,bengaluru,hatchback,manual,1,501399,FALSE,501299
maruti ritz,2014,petrol,52410,bengaluru,hatchback,manual,1,531330,FALSE,432999
hyundai i10,2011,petrol,39213,bengaluru,hatchback,manual,1,400199,FALSE,392499
maruti swift,2015,petrol,35276,bengaluru,hatchback,manual,2,497999,FALSE,497899
renault kwid,2019,petrol,13190,bengaluru,hatchback,automatic,1,450720,FALSE,443499
hyundai santro xing,2011,petrol,49419,bengaluru,hatchback,manual,2,244599,FALSE,241599
hyundai santro xing,2013,petrol,45209,bengaluru,hatchback,manual,2,349016,FALSE,298299
hyundai i20,2010,petrol,53506,bengaluru,hatchback,manual,3,347499,FALSE,347399
hyundai i10,2012,petrol,40807,bengaluru,hatchback,manual,1,334199,FALSE,330899
maruti ritz,2014,petrol,54073,bengaluru,hatchback,manual,2,385799,FALSE,385699
maruti ritz,2015,petrol,18966,bengaluru,hatchback,manual,1,506099,FALSE,505899
maruti celerio,2017,petrol,30029,bengaluru,hatchback,automatic,1,579275,FALSE,505699
maruti ignis,2017,petrol,12173,bengaluru,hatchback,automatic,1,592829,FALSE,588699
maruti swift,2010,diesel,48994,bengaluru,hatchback,manual,1,411773,FALSE,406399
maruti zen estilo,2010,petrol,43249,bengaluru,hatchback,manual,2,225599,FALSE,225499
maruti dzire,2017,petrol,12021,bengaluru,sedan,automatic,1,910601,FALSE,713199
maruti baleno,2017,petrol,13001,bengaluru,hatchback,manual,1,681522,FALSE,672199
renault kwid,2016,petrol,46013,bengaluru,hatchback,manual,1,343299,FALSE,343199
mahindra kuv100,2016,diesel,38594,bengaluru,suv,manual,1,408199,FALSE,408099
hyundai i10,2011,petrol,53572,bengaluru,hatchback,manual,1,385699,FALSE,385599
hyundai grand i10,2015,petrol,19346,bengaluru,hatchback,manual,1,501935,FALSE,492699
hyundai grand i10,2015,petrol,14867,bengaluru,hatchback,manual,1,497405,FALSE,494199
maruti swift,2011,petrol,53404,bengaluru,hatchback,manual,2,422274,FALSE,409499
maruti alto,2008,petrol,45476,bengaluru,hatchback,manual,1,226645,FALSE,190399
toyota etios liva,2011,petrol,54931,bengaluru,hatchback,manual,1,368899,FALSE,368799
maruti alto,2010,petrol,47758,bengaluru,hatchback,manual,1,261699,FALSE,261599
maruti zen estilo,2010,petrol,46535,bengaluru,hatchback,manual,1,209199,FALSE,206599
maruti alto,2008,petrol,33618,bengaluru,hatchback,manual,2,197799,FALSE,197699
hyundai i20,2011,petrol,51746,bengaluru,hatchback,manual,1,359499,FALSE,359399
maruti alto k10,2012,petrol,59253,bengaluru,hatchback,manual,1,288537,FALSE,243699
hyundai grand i10,2016,petrol,19472,bengaluru,hatchback,manual,1,542000,FALSE,507499
maruti wagon r 1.0,2012,petrol,60412,bengaluru,hatchback,manual,1,404589,FALSE,323499
maruti swift,2014,petrol,24268,bengaluru,hatchback,manual,1,627330,FALSE,532799
hyundai elite i20,2016,petrol,28797,bengaluru,hatchback,manual,2,586861,FALSE,583399
hyundai i10,2010,petrol,40429,bengaluru,hatchback,manual,1,303299,FALSE,302699
hyundai elite i20,2015,petrol,50622,bengaluru,hatchback,manual,2,514077,FALSE,507099
maruti alto k10,2014,petrol,51984,bengaluru,hatchback,manual,1,360440,FALSE,319199
hyundai grand i10,2015,petrol,35751,bengaluru,hatchback,manual,1,516328,FALSE,504399
maruti wagon r 1.0,2013,petrol,58454,bengaluru,hatchback,manual,2,330899,FALSE,330799
maruti celerio,2015,petrol,59844,bengaluru,hatchback,automatic,1,455640,FALSE,393299
maruti swift,2010,petrol,57869,bengaluru,hatchback,manual,1,370299,FALSE,370199
honda mobilio,2015,petrol,40621,bengaluru,suv,manual,1,524899,FALSE,504899
maruti baleno,2017,petrol,9679,bengaluru,hatchback,manual,1,705123,FALSE,677799
hyundai i10,2010,petrol,23373,bengaluru,hatchback,manual,1,324599,FALSE,324499
hyundai santro xing,2008,petrol,67059,bengaluru,hatchback,manual,3,196299,FALSE,196199
hyundai i10,2009,petrol,26687,bengaluru,hatchback,automatic,1,396140,FALSE,314499
maruti wagon r 1.0,2014,petrol,46468,bengaluru,hatchback,manual,2,366099,FALSE,365999
maruti baleno,2016,petrol,13181,bengaluru,hatchback,manual,1,636964,FALSE,628199
toyota etios liva,2016,petrol,33185,bengaluru,hatchback,manual,1,642590,FALSE,522099
hyundai grand i10,2014,petrol,52726,bengaluru,hatchback,manual,3,403844,FALSE,401099
maruti baleno,2016,petrol,31528,bengaluru,hatchback,manual,1,628448,FALSE,620599
maruti wagon r 1.0,2015,petrol,47468,bengaluru,hatchback,manual,1,387099,FALSE,386999
maruti swift,2018,petrol,3642,bengaluru,hatchback,manual,1,684002,FALSE,658899
hyundai i10,2010,petrol,27225,bengaluru,hatchback,manual,1,308999,FALSE,308899
hyundai elite i20,2015,petrol,12903,bengaluru,hatchback,manual,2,647932,FALSE,638599
maruti alto,2008,petrol,73710,bengaluru,hatchback,manual,1,227945,FALSE,187799
hyundai i10,2011,petrol,63546,bengaluru,hatchback,manual,1,273399,FALSE,273299
maruti eeco,2018,petrol,28457,bengaluru,suv,manual,1,392799,FALSE,392699
tata tiago,2017,petrol,50292,bengaluru,hatchback,manual,1,561750,FALSE,471199
hyundai i20,2013,diesel,78618,bengaluru,hatchback,manual,1,403299,FALSE,403199
maruti alto k10,2012,petrol,64058,bengaluru,hatchback,manual,1,309703,FALSE,263099
hyundai i10,2009,petrol,66948,bengaluru,hatchback,automatic,3,267099,FALSE,266999
maruti wagon r 1.0,2013,petrol,23401,bengaluru,hatchback,manual,1,406850,FALSE,352699
hyundai elite i20,2014,diesel,62516,bengaluru,hatchback,manual,1,678500,FALSE,599099
maruti swift,2011,diesel,107079,bengaluru,hatchback,manual,1,366599,FALSE,366499
volkswagen polo,2013,diesel,56244,bengaluru,hatchback,manual,3,343999,FALSE,343899
maruti ertiga,2015,diesel,47724,bengaluru,suv,manual,1,803423,FALSE,786899
hyundai elite i20,2019,petrol,16097,bengaluru,hatchback,manual,2,750402,FALSE,721099
maruti swift,2018,petrol,9948,bengaluru,hatchback,automatic,2,666276,FALSE,641899
maruti alto k10,2010,petrol,99476,bengaluru,hatchback,manual,2,240676,FALSE,198999
maruti wagon r,2009,petrol,43468,bengaluru,hatchback,manual,2,283090,FALSE,241999
maruti swift,2015,petrol,40944,bengaluru,hatchback,manual,1,548309,FALSE,537599
maruti swift,2019,petrol,10705,bengaluru,hatchback,manual,1,663206,FALSE,643399
hyundai i20,2012,petrol,61801,bengaluru,hatchback,manual,1,532500,FALSE,448199
maruti swift,2010,petrol,88390,bengaluru,hatchback,manual,2,349016,FALSE,287399
maruti swift dzire,2013,diesel,53702,bengaluru,sedan,manual,2,493699,FALSE,493599
honda city,2015,petrol,22337,bengaluru,sedan,manual,1,716111,FALSE,713899
maruti baleno,2017,petrol,14962,bengaluru,hatchback,manual,2,637708,FALSE,634899
maruti baleno,2017,petrol,30068,bengaluru,hatchback,manual,1,645384,FALSE,635999
maruti swift dzire,2013,petrol,38521,bengaluru,sedan,manual,1,539318,FALSE,515099
hyundai i10,2007,petrol,79620,bengaluru,hatchback,manual,3,246570,FALSE,209499
maruti swift,2018,petrol,22678,bengaluru,hatchback,manual,1,634066,FALSE,629999
maruti vitara brezza,2019,diesel,4566,bengaluru,suv,manual,1,1034480,FALSE,900799
honda jazz,2017,petrol,22899,bengaluru,hatchback,automatic,1,726337,FALSE,712899
maruti alto k10,2014,petrol,65190,bengaluru,hatchback,manual,1,349016,FALSE,303899
maruti swift dzire,2012,diesel,74010,bengaluru,sedan,manual,1,543381,FALSE,445299
maruti alto k10,2012,petrol,68156,bengaluru,hatchback,manual,2,284130,FALSE,238699
maruti wagon r,2009,petrol,45139,bengaluru,hatchback,manual,1,239899,FALSE,239799
maruti swift dzire,2013,petrol,56518,bengaluru,sedan,manual,2,555900,FALSE,484299
maruti swift,2014,petrol,59761,bengaluru,hatchback,manual,1,492439,FALSE,486499
honda city,2014,petrol,48559,bengaluru,sedan,manual,1,612299,FALSE,612199
hyundai santro xing,2007,petrol,104893,bengaluru,hatchback,manual,1,185399,FALSE,183499
maruti alto 800,2013,petrol,70555,bengaluru,hatchback,manual,2,283637,FALSE,244899
maruti dzire,2017,petrol,34120,bengaluru,sedan,manual,1,685976,FALSE,668199
hyundai i10,2008,petrol,68811,bengaluru,hatchback,manual,1,260599,FALSE,260499
hyundai i20,2009,petrol,85871,bengaluru,hatchback,manual,2,278499,FALSE,275499
maruti alto k10,2012,petrol,81811,bengaluru,hatchback,manual,1,266299,FALSE,266199
maruti baleno,2016,petrol,45087,bengaluru,hatchback,manual,1,568449,FALSE,551899
maruti alto,2009,petrol,57357,bengaluru,hatchback,manual,1,246897,FALSE,186899
hyundai i20,2014,petrol,56580,bengaluru,hatchback,manual,1,557772,FALSE,477799
maruti wagon r 1.0,2014,petrol,57275,bengaluru,hatchback,manual,1,367899,FALSE,367799
honda jazz,2018,petrol,11839,bengaluru,hatchback,manual,1,756104,FALSE,731399
maruti ertiga,2018,diesel,23374,bengaluru,suv,manual,1,936535,FALSE,891899
maruti ritz,2009,petrol,54431,bengaluru,hatchback,manual,1,300599,FALSE,300499
maruti baleno,2019,petrol,7600,bengaluru,hatchback,manual,1,698117,FALSE,673299
volkswagen ameo,2017,diesel,38584,bengaluru,sedan,automatic,3,630667,FALSE,609099
hyundai elite i20,2018,petrol,33951,bengaluru,hatchback,manual,1,741802,FALSE,709999
maruti vitara brezza,2018,diesel,16556,bengaluru,suv,automatic,1,962192,FALSE,910199
volkswagen polo,2018,petrol,14516,bengaluru,hatchback,manual,1,1062548,FALSE,921499
maruti celerio,2019,petrol,10442,bengaluru,hatchback,manual,1,514165,FALSE,508799
hyundai i20,2011,diesel,127738,bengaluru,hatchback,manual,1,330399,FALSE,330299
maruti alto,2008,petrol,84335,bengaluru,hatchback,manual,1,172299,FALSE,172199
maruti baleno,2016,diesel,61270,bengaluru,hatchback,manual,1,696360,FALSE,690999
maruti swift,2019,petrol,7641,bengaluru,hatchback,manual,1,663463,FALSE,630399
hyundai i10,2009,petrol,102544,bengaluru,hatchback,manual,2,301773,FALSE,263499
maruti zen estilo,2008,petrol,71113,bengaluru,hatchback,manual,2,210415,FALSE,168499
hyundai santro xing,2007,petrol,82791,bengaluru,hatchback,manual,1,200199,FALSE,198299
honda jazz,2017,petrol,14164,bengaluru,hatchback,automatic,1,737350,FALSE,728499
maruti swift dzire,2014,diesel,64332,bengaluru,sedan,manual,3,503250,FALSE,413899
maruti dzire,2018,petrol,28249,bengaluru,sedan,automatic,1,651355,FALSE,641999
maruti wagon r 1.0,2010,petrol,85595,bengaluru,hatchback,manual,1,342471,FALSE,284999
hyundai elite i20,2016,diesel,44970,bengaluru,hatchback,manual,1,696043,FALSE,681199
hyundai elite i20,2018,petrol,26118,bengaluru,hatchback,manual,1,739524,FALSE,730199
maruti swift,2017,diesel,40163,bengaluru,hatchback,manual,1,652282,FALSE,625099
volkswagen polo,2018,petrol,13259,bengaluru,hatchback,manual,1,1092508,FALSE,912099
volkswagen vento,2011,diesel,124220,bengaluru,sedan,manual,2,335999,FALSE,335899
volkswagen polo,2018,petrol,30455,bengaluru,hatchback,manual,1,1007591,FALSE,844799
honda city,2019,petrol,21305,bengaluru,sedan,manual,2,887656,FALSE,853999
hyundai eon,2011,petrol,77484,bengaluru,hatchback,manual,1,259290,FALSE,228199
hyundai i20,2013,diesel,73374,bengaluru,hatchback,manual,1,440799,FALSE,440699
maruti alto,2009,petrol,102742,bengaluru,hatchback,manual,1,236300,FALSE,200199
maruti vitara brezza,2018,diesel,25004,bengaluru,suv,automatic,1,1007480,FALSE,994099
maruti swift dzire,2013,diesel,69231,bengaluru,sedan,manual,1,488569,FALSE,483399
hyundai i10,2009,petrol,88231,bengaluru,hatchback,manual,1,270999,FALSE,270899
hyundai santro xing,2008,petrol & lpg,67270,bengaluru,hatchback,manual,1,224099,FALSE,223999
maruti swift,2008,petrol,79647,bengaluru,hatchback,manual,3,262299,FALSE,262199
honda city,2019,petrol,3478,bengaluru,sedan,manual,1,982444,FALSE,942299
chevrolet sail uva,2013,petrol,61950,bengaluru,hatchback,manual,1,255599,FALSE,255499
maruti celerio,2016,petrol,52584,bengaluru,hatchback,automatic,1,412799,FALSE,412699
toyota yaris,2019,petrol,12672,bengaluru,sedan,manual,1,806499,FALSE,800199
ford ecosport,2014,petrol,63766,bengaluru,suv,automatic,2,628099,FALSE,618499
ford ecosport,2015,diesel,69479,bengaluru,suv,manual,1,726163,FALSE,712999
volkswagen polo,2018,petrol,15934,bengaluru,hatchback,manual,1,951411,FALSE,903499
hyundai verna,2018,petrol,31913,bengaluru,sedan,manual,1,884134,FALSE,878099
hyundai i10,2007,petrol,72432,bengaluru,hatchback,manual,2,228799,FALSE,225499
maruti dzire,2017,diesel,55499,bengaluru,sedan,manual,1,674905,FALSE,666699
maruti wagon r 1.0,2013,petrol,59930,bengaluru,hatchback,manual,1,409611,FALSE,335399
renault kwid,2016,petrol,68833,bengaluru,hatchback,manual,1,289499,FALSE,289399
